sku_prefix,sku_suffix,lineitem_name
SMA-VM,1Ms,"Cabbage, 'Verza Moretta di Veronella' - 1000 seeds"
SMA-VM,5Ms,"Cabbage, 'Verza Moretta di Veronella' - 5000 seeds"
SMA-VM,25Ms,"Cabbage, 'Verza Moretta di Veronella' - 25000 seeds"
AST-TS,pkt,"Aster, China, 'Tower Silver' - Pkt"
AST-TS,250s,"Aster, China, 'Tower Silver' - 250 seeds"
AST-TS,1Ms,"Aster, China, 'Tower Silver' - 1000 seeds"
COS-CH,pkt,"Cosmos, 'Chocolate' - Pkt"
COS-XS,pkt,"Cosmos, 'Xsenia' - Pkt"
COS-XS,250s,"Cosmos, 'Xsenia' - 250 seeds"
COS-XS,1Ms,"Cosmos, 'Xsenia' - 1000 seeds"
GRE-BC,pkt,"Chrysanthemum/Shungiku, 'Broadleaf' - Pkt"
GRE-BC,1/4oz,"Chrysanthemum/Shungiku, 'Broadleaf' - 1/4 oz"
GRE-BC,1oz,"Chrysanthemum/Shungiku, 'Broadleaf' - 1oz"
LAR-PB,pkt,"Delphinium, Chinese, 'Pink Butterfly' - Pkt"
LAR-PB,250s,"Delphinium, Chinese, 'Pink Butterfly' - 250 seeds"
FMN-MR,pkt,"Forget-Me-Not, Chinese, 'Mystery Rose' - Pkt"
MIX-BR,pkt,Uprising Braising Mix - Pkt
MIX-IN,pkt,Pollinator and Soil Builder Mix - Pkt
DIA-SO,pkt,"Dianthus, 'Sooty' - Pkt"
DIA-SO,500s,"Dianthus, 'Sooty' - 500 seeds"
SAP-WB,pkt,"Saponaria, 'White Beauty' - Pkt"
SAP-WB,1/2oz,"Saponaria, 'White Beauty' - 1/2 oz"
SNA-RB,pkt,"Snapdragon, 'Royal Bride' - Pkt"
SNA-RB,1Ms,"Snapdragon, 'Royal Bride' - 1000 seeds"
FOC-FM,pkt,"Four O'Clocks, 'Full Moon' - Pkt"
FOC-ST,pkt,"Four O'Clocks, 'Strega' - Pkt"
FOC-ST,100s,"Four O'Clocks, 'Strega' - 100 seeds"
FOC-ST,1Ms,"Four O'Clocks, 'Strega' - 1000 seeds"
FOC-FT,pkt,"Four O'Clocks, 'Fairy Trumpets' - Pkt"
CEL-MO,pkt,"Celeriac, 'Monarch' - Pkt"
CEL-MO,1Ms,"Celeriac, 'Monarch' - 1000 seeds"
CEL-MO,5Ms,"Celeriac, 'Monarch' - 5000 seeds"
CEL-MO,25Ms,"Celeriac, 'Monarch' - 25000 seeds"
DID-LB,pkt,"Didiscus, 'Blue Lace Flower' - Pkt"
DID-LB,500s,"Didiscus, 'Blue Lace Flower' - 500 seeds"
MIG-AM,pkt,"Mignonette, 'Ameliorata' - Pkt"
MIG-AM,1Ms,"Mignonette, 'Ameliorata' - 1000 seeds"
MON-LB,pkt,"Monarda, 'Lemon Bergamot' - Pkt"
MON-LB,500s,"Monarda, 'Lemon Bergamot' - 500 seeds"
SMA-BE,pkt,"Radicchio (Variegato di Castelfranco), 'Beatrice' - Pkt"
SMA-BE,500s,"Radicchio (Variegato di Castelfranco), 'Beatrice' - 500 seeds"
SMA-BE,1Ms,"Radicchio (Variegato di Castelfranco), 'Beatrice' - 1000 seeds"
SMA-BE,5Ms,"Radicchio (Variegato di Castelfranco), 'Beatrice' - 5000 seeds"
SMA-BE,25Ms,"Radicchio (Variegato di Castelfranco), 'Beatrice' - 25000 seeds"
SMA-BB,pkt,"Cauliflower, 'Broccolo di Bassano (il Bonorivo)' - Pkt"
SMA-BB,500s,"Cauliflower, 'Broccolo di Bassano (il Bonorivo)' - 500 seeds"
SMA-BB,1Ms,"Cauliflower, 'Broccolo di Bassano (il Bonorivo)' - 1000 seeds"
SMA-BB,5Ms,"Cauliflower, 'Broccolo di Bassano (il Bonorivo)' - 5000 seeds"
SMA-BB,25Ms,"Cauliflower, 'Broccolo di Bassano (il Bonorivo)' - 25000 seeds"
SMA-BT,pkt,"Cauliflower, 'Broccolo di Bassano (il Tardivo)' - Pkt"
SMA-BT,500s,"Cauliflower, 'Broccolo di Bassano (il Tardivo)' - 500 seeds"
SMA-BT,1Ms,"Cauliflower, 'Broccolo di Bassano (il Tardivo)' - 1000 seeds"
SMA-BT,5Ms,"Cauliflower, 'Broccolo di Bassano (il Tardivo)' - 5000 seeds"
SMA-BT,25Ms,"Cauliflower, 'Broccolo di Bassano (il Tardivo)' - 25000 seeds"
SMA-DT,pkt,"Radicchio (Variegato di Lusia), 'Delta' - Pkt"
SMA-DT,500s,"Radicchio (Variegato di Lusia), 'Delta' - 500 seeds"
SMA-DT,1Ms,"Radicchio (Variegato di Lusia), 'Delta' - 1000 seeds"
SMA-DT,5Ms,"Radicchio (Variegato di Lusia), 'Delta' - 5000 seeds"
SMA-DT,25Ms,"Radicchio (Variegato di Lusia), 'Delta' - 25000 seeds"
SMA-ET,pkt,"Radicchio (Rosso di Chioggia), 'Etna' - Pkt"
SMA-ET,500s,"Radicchio (Rosso di Chioggia), 'Etna' - 500 seeds"
SMA-ET,1Ms,"Radicchio (Rosso di Chioggia), 'Etna' - 1000 seeds"
SMA-ET,5Ms,"Radicchio (Rosso di Chioggia), 'Etna' - 5000 seeds"
SMA-ET,25Ms,"Radicchio (Rosso di Chioggia), 'Etna' - 25000 seeds"
SMA-FX,pkt,"Chicory (Catalogna Gigante di Chioggia), 'Felix' - Pkt"
SMA-FX,500s,"Chicory (Catalogna Gigante di Chioggia), 'Felix' - 500 seeds"
SMA-FX,1Ms,"Chicory (Catalogna Gigante di Chioggia), 'Felix' - 1000 seeds"
SMA-FX,5Ms,"Chicory (Catalogna Gigante di Chioggia), 'Felix' - 5000 seeds"
SMA-FX,25Ms,"Chicory (Catalogna Gigante di Chioggia), 'Felix' - 25000 seeds"
SMA-LT,pkt,"Radicchio (Variegato di Castelfranco), 'Lentiggini' - Pkt"
SMA-LT,500s,"Radicchio (Variegato di Castelfranco), 'Lentiggini' - 500 seeds"
SMA-LT,1Ms,"Radicchio (Variegato di Castelfranco), 'Lentiggini' - 1000 seeds"
SMA-LT,5Ms,"Radicchio (Variegato di Castelfranco), 'Lentiggini' - 5000 seeds"
SMA-LT,25Ms,"Radicchio (Variegato di Castelfranco), 'Lentiggini' - 25000 seeds"
SMA-RS,pkt,"Radicchio (Rosa del Veneto), 'Rosato' - Pkt"
SMA-RS,500s,"Radicchio (Rosa del Veneto), 'Rosato' - 500 seeds"
SMA-RS,1Ms,"Radicchio (Rosa del Veneto), 'Rosato' - 1000 seeds"
SMA-RS,5Ms,"Radicchio (Rosa del Veneto), 'Rosato' - 5000 seeds"
SMA-RS,25Ms,"Radicchio (Rosa del Veneto), 'Rosato' - 25000 seeds"
SMA-MT,pkt,"Escarole, 'Matilde' - Pkt"
SMA-MT,500s,"Escarole, 'Matilde' - 500 seeds"
SMA-MT,1Ms,"Escarole, 'Matilde' - 1000 seeds"
SMA-MT,5Ms,"Escarole, 'Matilde' - 5000 seeds"
SMA-MT,25Ms,"Escarole, 'Matilde' - 25000 seeds"
SMA-MB,pkt,"Radicchio (Variegato di Castelfranco), 'Mirabella' - Pkt"
SMA-MB,500s,"Radicchio (Variegato di Castelfranco), 'Mirabella' - 500 seeds"
SMA-MB,1Ms,"Radicchio (Variegato di Castelfranco), 'Mirabella' - 1000 seeds"
SMA-MB,5Ms,"Radicchio (Variegato di Castelfranco), 'Mirabella' - 5000 seeds"
SMA-MB,25Ms,"Radicchio (Variegato di Castelfranco), 'Mirabella' - 25000 seeds"
SMA-PA,pkt,"Radicchio (Rosso di Treviso Precoce), 'Pacifico' - Pkt"
SMA-PA,500s,"Radicchio (Rosso di Treviso Precoce), 'Pacifico' - 500 seeds"
SMA-PA,1Ms,"Radicchio (Rosso di Treviso Precoce), 'Pacifico' - 1000 seeds"
SMA-PA,5Ms,"Radicchio (Rosso di Treviso Precoce), 'Pacifico' - 5000 seeds"
SMA-PA,25Ms,"Radicchio (Rosso di Treviso Precoce), 'Pacifico' - 25000 seeds"
SMA-PN,pkt,"Radicchio (Bianco di Chioggia), 'Palla di Neve' - Pkt"
SMA-PN,500s,"Radicchio (Bianco di Chioggia), 'Palla di Neve' - 500 seeds"
SMA-PN,1Ms,"Radicchio (Bianco di Chioggia), 'Palla di Neve' - 1000 seeds"
SMA-PN,5Ms,"Radicchio (Bianco di Chioggia), 'Palla di Neve' - 5000 seeds"
SMA-PN,25Ms,"Radicchio (Bianco di Chioggia), 'Palla di Neve' - 25000 seeds"
SMA-PQ,pkt,"Radicchio (Rosso di Verona), 'Pasqualino' - Pkt"
SMA-PQ,500s,"Radicchio (Rosso di Verona), 'Pasqualino' - 500 seeds"
SMA-PQ,1Ms,"Radicchio (Rosso di Verona), 'Pasqualino' - 1000 seeds"
SMA-PQ,5Ms,"Radicchio (Rosso di Verona), 'Pasqualino' - 5000 seeds"
SMA-PQ,25Ms,"Radicchio (Rosso di Verona), 'Pasqualino' - 25000 seeds"
SMA-RR,pkt,"Radicchio (Rosso di Treviso Precoce), 'Regina Rossa' - Pkt"
SMA-RR,500s,"Radicchio (Rosso di Treviso Precoce), 'Regina Rossa' - 500 seeds"
SMA-RR,1Ms,"Radicchio (Rosso di Treviso Precoce), 'Regina Rossa' - 1000 seeds"
SMA-RR,5Ms,"Radicchio (Rosso di Treviso Precoce), 'Regina Rossa' - 5000 seeds"
SMA-RR,25Ms,"Radicchio (Rosso di Treviso Precoce), 'Regina Rossa' - 25000 seeds"
SMA-RM,pkt,"Radicchio (Rosso di Verona), 'Romeo' - Pkt"
SMA-RM,500s,"Radicchio (Rosso di Verona), 'Romeo' - 500 seeds"
SMA-RM,1Ms,"Radicchio (Rosso di Verona), 'Romeo' - 1000 seeds"
SMA-RM,5Ms,"Radicchio (Rosso di Verona), 'Romeo' - 5000 seeds"
SMA-RM,25Ms,"Radicchio (Rosso di Verona), 'Romeo' - 25000 seeds"
SMA-SH,pkt,"Radicchio (Rosso di Chioggia), 'Santa Helena' - Pkt"
SMA-SH,500s,"Radicchio (Rosso di Chioggia), 'Santa Helena' - 500 seeds"
SMA-SH,1Ms,"Radicchio (Rosso di Chioggia), 'Santa Helena' - 1000 seeds"
SMA-SH,5Ms,"Radicchio (Rosso di Chioggia), 'Santa Helena' - 5000 seeds"
SMA-SH,25Ms,"Radicchio (Rosso di Chioggia), 'Santa Helena' - 25000 seeds"
SMA-VE,pkt,"Radicchio (Rosso di Chioggia), 'Vesuvio' - Pkt"
SMA-VE,500s,"Radicchio (Rosso di Chioggia), 'Vesuvio' - 500 seeds"
SMA-VE,1Ms,"Radicchio (Rosso di Chioggia), 'Vesuvio' - 1000 seeds"
SMA-VE,5Ms,"Radicchio (Rosso di Chioggia), 'Vesuvio' - 5000 seeds"
SMA-VE,25Ms,"Radicchio (Rosso di Chioggia), 'Vesuvio' - 25000 seeds"
KAL-RR,pkt,"Kale, 'Red Russian' - Pkt"
KAL-RR,1/4oz,"Kale, 'Red Russian' - 1/4 oz"
KAL-RR,1oz,"Kale, 'Red Russian' - 1 oz"
KAL-RR,1/4lb,"Kale, 'Red Russian' - 1/4 lb"
HER-CM,pkt,Common Mullein - Pkt
SMA-VG,pkt,"Radicchio (Goriziana), 'Voglia' - Pkt"
SMA-VG,500s,"Radicchio (Goriziana), 'Voglia' - 500 seeds"
SMA-VG,1Ms,"Radicchio (Goriziana), 'Voglia' - 1000 seeds"
SMA-VG,5Ms,"Radicchio (Goriziana), 'Voglia' - 5000 seeds"
SMA-AC,pkt,"Radicchio (Variegato di Chioggia), 'Acquerello' - Pkt"
SMA-AC,500s,"Radicchio (Variegato di Chioggia), 'Acquerello' - 500 seeds"
SMA-AC,1Ms,"Radicchio (Variegato di Chioggia), 'Acquerello' - 1000 seeds"
SMA-AC,5Ms,"Radicchio (Variegato di Chioggia), 'Acquerello' - 5000 seeds"
SMA-CA,pkt,"Curly Endive, 'Capriccio' - Pkt"
SMA-CA,500s,"Curly Endive, 'Capriccio' - 500 seeds"
SMA-CA,1Ms,"Curly Endive, 'Capriccio' - 1000 seeds"
SMA-CA,5Ms,"Curly Endive, 'Capriccio' - 5000 seeds"
SMA-SG,pkt,"Radicchio (Variegato di Lusia), 'Sorgente' - Pkt"
SMA-SG,500s,"Radicchio (Variegato di Lusia), 'Sorgente' - 500 seeds"
SMA-SG,1Ms,"Radicchio (Variegato di Lusia), 'Sorgente' - 1000 seeds"
SMA-SG,5Ms,"Radicchio (Variegato di Lusia), 'Sorgente' - 5000 seeds"
GRE-WA,pkt,"Arugula, 'Wasabi' - Pkt"
GRE-WA,1/8oz,"Arugula, 'Wasabi' - 1/8 oz"
LUP-DT,pkt,"Sweet Lupine, 'Dieta' - Pkt"
POP-LP,pkt,"Poppy, Peony, 'Lilac Pompom' - Pkt"
POP-LP,1g,"Poppy, Peony, 'Lilac Pompom' - 1g"
TGC-QM,pkt,"Tomatillo, 'Queen of Malinalco' - Pkt"
TGC-QM,100s,"Tomatillo, 'Queen of Malinalco' - 100 seeds"
TGC-QM,250s,"Tomatillo, 'Queen of Malinalco' - 250 seeds"
PEP-LY,pkt,"Sweet Pepper, 'Lesya' - Pkt"
PEP-BM,pkt,"Hot Pepper, 'Buena Mulata' - Pkt"
PEP-BM,100s,"Hot Pepper, 'Buena Mulata' - 100 seeds"
PEP-TU,pkt,"Sweet Pepper, 'Tatlı Üçburun' - Pkt"
TOM-PG,pkt,"Tomato, 'Piennolo Giallo' - Pkt"
TOM-PG,100s,"Tomato, 'Piennolo Giallo' - 100 seeds"
TOM-PG,250s,"Tomato, 'Piennolo Giallo' - 250 seeds"
TOM-PR,pkt,"Tomato, 'Piennolo Rosso' - Pkt"
TOM-PR,100s,"Tomato, 'Piennolo Rosso' - 100 seeds"
TOM-PR,250s,"Tomato, 'Piennolo Rosso' - 250 seeds"
ZIN-QP,pkt,"Zinnia, 'Queen Lemon Peach' - Pkt"
TOM-CH,pkts,Cherry Tomato Sampler - 7 Pkts
BEA-MF,pkts,Mangiafagioli Bean Sampler - 4 Pkts
PEA-SP,pkts,Snap Pea Succession Sampler - 3 Pkts
SWP-WF,pkt,"Sweet Pea, 'White Frills' - Pkt"
BEA-SB,pkt,"Bean, Pole Dry, 'San Bernardo Blue' - Pkt"
PEP-LY,100s,"Sweet Pepper, 'Lesya' - 100 seeds"
PEP-LY,250s,"Sweet Pepper, 'Lesya' - 250 seeds"
PEP-LY,1Ms,"Sweet Pepper, 'Lesya' - 1000 seeds"
LAR-PB,1Ms,"Delphinium, Chinese, 'Pink Butterfly' - 1000 seeds"
ZIN-QP,250s,"Zinnia, 'Queen Lemon Peach' - 250 seeds"
MEL-MO,1/2oz,"Melon, 'Moscatello' - 1/2 oz"
PEP-TU,100s,"Sweet Pepper, 'Tatlı Üçburun' - 100 seeds"
PEP-TU,250s,"Sweet Pepper, 'Tatlı Üçburun' - 250 seeds"
WAT-CO,50s,"Watermelon, 'Ҫekirdeği Oyali' - 50 seeds"
SMA-LA,pkt,"Kale, 'Lapo' (Lacinato, Nero di Toscana) - Pkt"
SMA-LA,1Ms,"Kale, 'Lapo' (Lacinato, Nero di Toscana) - 1000 seeds"
SMA-LA,5Ms,"Kale, 'Lapo' (Lacinato, Nero di Toscana) - 5000 seeds"
SMA-LA,10Ms,"Kale, 'Lapo' (Lacinato, Nero di Toscana) - 10000 seeds"
SMA-BO,pkt,"Radicchio (Tardivo), 'Botteniga' - Pkt"
SMA-BO,500s,"Radicchio (Tardivo), 'Botteniga' - 500 seeds"
SMA-BO,1Ms,"Radicchio (Tardivo), 'Botteniga' - 1000 seeds"
SMA-BO,5Ms,"Radicchio (Tardivo), 'Botteniga' - 5000 seeds"
SMA-SA,pkt,"Radicchio (Rosso di Treviso Precoce), 'Sangria' - Pkt"
SMA-SA,500s,"Radicchio (Rosso di Treviso Precoce), 'Sangria' - 500 seeds"
SMA-SA,1Ms,"Radicchio (Rosso di Treviso Precoce), 'Sangria' - 1000 seeds"
SMA-SA,5Ms,"Radicchio (Rosso di Treviso Precoce), 'Sangria' - 5000 seeds"
PEP-SU,pkt,"Pepper, Sweet 'Surmeli' - Pkt"
EGG-RO,pkt,
PEP-RM,pkt,"Sweet Pepper, 'Ros de Mallorca' - Pkt"
TOM-CB,pkt,
TOM-TA,pkt,"Tomato, 'Taiga' - Pkt"
TOM-MO,pkt,
TOM-CL,pkt,"Tomato, 'Captain Lucky' - Pkt"
TOM-KP,pkt,
TOM-SB,pkt,"Tomato, 'Sandburg' - Pkt"
TOM-MS,pkt,"Tomato, 'Midnight Sun' - Pkt"
FOC-BE,pkt,"Four O'Clock, 'Beddu' - Pkt"
NIC-BQ,pkt,"Nicotiana, 'Bronze Queen' - Pkt"
NIC-BQ,1Ms,"Nicotiana, 'Bronze Queen' - 1000 seeds"
SQU-SR,pkt,"Winter Squash, 'Lower Salmon River' - Pkt"
SQU-SR,1oz,"Winter Squash, 'Lower Salmon River' - 1oz"
HER-VE,pkt,"Chervil, 'Vertissimo' - Pkt"
BEA-GR,pkt,"Bean, Bush Snap, 'Gold Rush' - Pkt"
BEA-GR,1/2lb,"Bean, Bush Snap, 'Gold Rush' - 1/2 lb"
BEA-GR,1lb,"Bean, Bush Snap, 'Gold Rush' - 1 lb"
SMA-YS,pkt,"Radicchio (Giallo di Verona), 'Yellowstone' - Pkt"
SMA-YS,500s,"Radicchio (Giallo di Verona), 'Yellowstone' - 500 seeds"
SMA-YS,1Ms,"Radicchio (Giallo di Verona), 'Yellowstone' - 1000 seeds"
SMA-YS,5Ms,"Radicchio (Giallo di Verona), 'Yellowstone' - 5000 seeds"
SMA-GA,pkt,"Radicchio (Rosso di Verona), 'Gaia' - Pkt"
SMA-GA,500s,"Radicchio (Rosso di Verona), 'Gaia' - 500 seeds"
SMA-GA,1Ms,"Radicchio (Rosso di Verona), 'Gaia' - 1000 seeds"
SMA-GA,5Ms,"Radicchio (Rosso di Verona), 'Gaia' - 5000 seeds"
SMA-JO,pkt,"Radicchio (Rosa del Veneto), 'Jolanda' - Pkt"
SMA-JO,500s,"Radicchio (Rosa del Veneto), 'Jolanda' - 500 seeds"
SMA-JO,1Ms,"Radicchio (Rosa del Veneto), 'Jolanda' - 1000 seeds"
SMA-JO,5Ms,"Radicchio (Rosa del Veneto), 'Jolanda' - 5000 seeds"
SMA-SE,pkt,"Radicchio (Pan di Zucchero/Sugarloaf), 'Serena' - Pkt"
SMA-SE,500s,"Radicchio (Pan di Zucchero/Sugarloaf), 'Serena' - 500 seeds"
SMA-SE,1Ms,"Radicchio (Pan di Zucchero/Sugarloaf), 'Serena' - 1000 seeds"
SMA-SE,5Ms,"Radicchio (Pan di Zucchero/Sugarloaf), 'Serena' - 5000 seeds"
SMA-MR,pkt,"Cabbage, 'Verza Marinanta' - Pkt"
SMA-MR,500s,"Cabbage, 'Verza Marinanta' - 500 seeds"
SMA-MR,1Ms,"Cabbage, 'Verza Marinanta' - 1000 seeds"
SMA-MR,5Ms,"Cabbage, 'Verza Marinanta' - 5000 seeds"
SNA-OW,pkt,"Snapdragon, 'Orange Wonder' - Pkt"
SNA-OW,1Ms,"Snapdragon, 'Orange Wonder' - 1000 seeds"
STB-AW,pkt,"Strawberry, 'Alpine White' - Pkt"
TOM-KK,pkt,"Tomato, 'Kurtovo Konare' - Pkt"
TOM-KK,50s,"Tomato, 'Kurtovo Konare' - 50 seeds"
BEA-KM,pkt,"Bean, Pole Dry, 'Kaimame' - Pkt"
BEA-KM,1/2lb,"Bean, Pole Dry, 'Kaimame' - 1/2 lb"
BEA-KM,1lb,"Bean, Pole Dry, 'Kaimame' - 1 lb"
COS-BR,pkt,
COS-CW,pkt,"Cosmos, 'Cupcake White' - Pkt"
COS-CW,250s,"Cosmos, 'Cupcake White' - 250 seeds"
COS-CW,1Ms,"Cosmos, 'Cupcake White' - 1000 seeds"
SWP-PO,pkt,"Sweet Pea, 'Prince of Orange' - Pkt"
SWP-CW,pkt,
ZIN-IS,pkt,"Zinnia, 'Isabellina' - Pkt"
ZIN-IS,250s,"Zinnia, 'Isabellina' - 250 seeds"
HER-GP,pkt,"Basil, Greek 'Greco a Palla' - Pkt"
HER-GP,1/8oz,"Basil, Greek 'Greco a Palla' - 1/8 oz"
HER-ZO,pkt,
TOM-DC,pkt,
PAR-SS,pkt,"Parsnip, 'Schleswiger Schnee' - Pkt"
PAR-SS,1/4oz,"Parsnip, 'Schleswiger Schnee' - 1/4 oz"
PAR-SS,1/2oz,
PAR-SS,1oz,"Parsnip, 'Schleswiger Schnee' - 1 oz"
CAR-CO,pkt,
BEA-BI,pkt,"Bean, Bush Dry, 'Biruma' - Pkt"
BEA-BI,1/2lb,"Bean, Bush Dry, 'Biruma' - 1/2 lb"
BEA-BI,1lb,"Bean, Bush Dry, 'Biruma' - 1 lb"
SWP-RE,pkt,"Sweet Pea, 'Restormel' - Pkt"
SWP-RE,100s,"Sweet Pea, 'Restormel' - 100 seeds"
SWP-AB,pkt,"Sweet Pea, 'Almost Black' - Pkt"
SWP-AB,100s,"Sweet Pea, 'Almost Black' - 100 seeds"
SWP-CI,pkt,
SWP-MA,pkt,
BEA-GI,pkt,"Bean, Pole Dry, 'Gialèt' - Pkt"
BEA-GI,1/2lb,"Bean, Pole Dry, 'Gialèt' - 1/2 lb"
BEA-GI,1lb,"Bean, Pole Dry, 'Gialèt' - 1 lb"
SWP-EM,pkt,"Sweet Pea, 'Ella Mountbatten' - Pkt"
SWP-EM,100s,"Sweet Pea, 'Ella Mountbatten' - 100 seeds"
SMA-BR,pkt,Bandarossa - pkt
BEE-LU,2.5lb,
SMA-BR,500s,
SMA-BR,1Ms,
SQU-MG,1oz,"Winter Squash, 'Marine Grey Kabocha' - 1 oz"
